Program,Decades,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2010–2019,2014,WEEK #34,8/24/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,1,
SURVEY,2010–2019,2014,WEEK #34,8/24/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,38,
SURVEY,2010–2019,2014,WEEK #34,8/24/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,61,
SURVEY,2010–2019,2014,WEEK #35,8/31/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,2,
SURVEY,2010–2019,2014,WEEK #35,8/31/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,34,
SURVEY,2010–2019,2014,WEEK #35,8/31/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,64,
SURVEY,2010–2019,2014,WEEK #36,9/7/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,2,
SURVEY,2010–2019,2014,WEEK #36,9/7/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,34,
SURVEY,2010–2019,2014,WEEK #36,9/7/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,64,
SURVEY,2010–2019,2014,WEEK #37,9/14/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,1,
SURVEY,2010–2019,2014,WEEK #37,9/14/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,38,
SURVEY,2010–2019,2014,WEEK #37,9/14/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,61,
SURVEY,2010–2019,2014,WEEK #38,9/21/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,1,
SURVEY,2010–2019,2014,WEEK #38,9/21/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,38,
SURVEY,2010–2019,2014,WEEK #38,9/21/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,61,
SURVEY,2010–2019,2014,WEEK #39,9/28/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,1,
SURVEY,2010–2019,2014,WEEK #39,9/28/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,38,
SURVEY,2010–2019,2014,WEEK #39,9/28/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,61,
SURVEY,2010–2019,2014,WEEK #40,10/5/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,1,
SURVEY,2010–2019,2014,WEEK #40,10/5/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,38,
SURVEY,2010–2019,2014,WEEK #40,10/5/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,61,
SURVEY,2010–2019,2014,WEEK #41,10/12/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,1,
SURVEY,2010–2019,2014,WEEK #41,10/12/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,38,
SURVEY,2010–2019,2014,WEEK #41,10/12/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,61,
SURVEY,2010–2019,2014,WEEK #42,10/19/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,1,
SURVEY,2010–2019,2014,WEEK #42,10/19/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,38,
SURVEY,2010–2019,2014,WEEK #42,10/19/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,61,
SURVEY,2010–2019,2014,WEEK #43,10/26/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,1,
SURVEY,2010–2019,2014,WEEK #43,10/26/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,38,
SURVEY,2010–2019,2014,WEEK #43,10/26/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,61,
SURVEY,2010–2019,2014,WEEK #44,11/2/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,1,
SURVEY,2010–2019,2014,WEEK #44,11/2/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,38,
SURVEY,2010–2019,2014,WEEK #44,11/2/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,61,
SURVEY,2010–2019,2014,WEEK #45,11/9/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,1,
SURVEY,2010–2019,2014,WEEK #45,11/9/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,38,
SURVEY,2010–2019,2014,WEEK #45,11/9/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,61,
SURVEY,2010–2019,2014,WEEK #46,11/16/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,1,
SURVEY,2010–2019,2014,WEEK #46,11/16/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,38,
SURVEY,2010–2019,2014,WEEK #46,11/16/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,61,
SURVEY,2010–2019,2014,WEEK #47,11/23/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT HEAVY",TOTAL,NOT SPECIFIED,1,
SURVEY,2010–2019,2014,WEEK #47,11/23/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT LIGHT",TOTAL,NOT SPECIFIED,38,
SURVEY,2010–2019,2014,WEEK #47,11/23/2014,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, INCL LAMBS - LOSS, DEATH, MEASURED IN PCT NORMAL",TOTAL,NOT SPECIFIED,61,
SURVEY,2010–2019,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"220,000",
SURVEY,2010–2019,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"365,000",
SURVEY,2010–2019,2014,YEAR,,REGION : MULTI-STATE,,,,,,,,NEW ENGLAND STATES,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"1,500",
SURVEY,2010–2019,2014,YEAR,,REGION : MULTI-STATE,,,,,,,,NEW ENGLAND STATES,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,000",
SURVEY,2010–2019,2014,YEAR,,STATE,ARIZONA,04,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"8,000",
SURVEY,2010–2019,2014,YEAR,,STATE,ARIZONA,04,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"4,000",
SURVEY,2010–2019,2014,YEAR,,STATE,CALIFORNIA,06,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"12,000",
SURVEY,2010–2019,2014,YEAR,,STATE,CALIFORNIA,06,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"7,000",
SURVEY,2010–2019,2014,YEAR,,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"10,000",
SURVEY,2010–2019,2014,YEAR,,STATE,COLORADO,08,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"19,000",
SURVEY,2010–2019,2014,YEAR,,STATE,IDAHO,16,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"7,000",
SURVEY,2010–2019,2014,YEAR,,STATE,IDAHO,16,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"9,000",
SURVEY,2010–2019,2014,YEAR,,STATE,ILLINOIS,17,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,000",
SURVEY,2010–2019,2014,YEAR,,STATE,ILLINOIS,17,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"8,000",
SURVEY,2010–2019,2014,YEAR,,STATE,INDIANA,18,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,000",
SURVEY,2010–2019,2014,YEAR,,STATE,INDIANA,18,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"6,000",
SURVEY,2010–2019,2014,YEAR,,STATE,IOWA,19,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"9,000",
SURVEY,2010–2019,2014,YEAR,,STATE,IOWA,19,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"18,000",
SURVEY,2010–2019,2014,YEAR,,STATE,KANSAS,20,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"2,500",
SURVEY,2010–2019,2014,YEAR,,STATE,KANSAS,20,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"6,500",
SURVEY,2010–2019,2014,YEAR,,STATE,KENTUCKY,21,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"2,000",
SURVEY,2010–2019,2014,YEAR,,STATE,KENTUCKY,21,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"5,500",
SURVEY,2010–2019,2014,YEAR,,STATE,MICHIGAN,26,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,000",
SURVEY,2010–2019,2014,YEAR,,STATE,MICHIGAN,26,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"7,000",
SURVEY,2010–2019,2014,YEAR,,STATE,MINNESOTA,27,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"8,000",
SURVEY,2010–2019,2014,YEAR,,STATE,MINNESOTA,27,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"16,000",
SURVEY,2010–2019,2014,YEAR,,STATE,MISSOURI,29,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,500",
SURVEY,2010–2019,2014,YEAR,,STATE,MISSOURI,29,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"10,000",
SURVEY,2010–2019,2014,YEAR,,STATE,MONTANA,30,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"12,000",
SURVEY,2010–2019,2014,YEAR,,STATE,MONTANA,30,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"15,000",
SURVEY,2010–2019,2014,YEAR,,STATE,NEBRASKA,31,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"4,300",
SURVEY,2010–2019,2014,YEAR,,STATE,NEBRASKA,31,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"8,500",
SURVEY,2010–2019,2014,YEAR,,STATE,NEVADA,32,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"5,000",
SURVEY,2010–2019,2014,YEAR,,STATE,NEVADA,32,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"10,000",
SURVEY,2010–2019,2014,YEAR,,STATE,NEW MEXICO,35,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"6,000",
SURVEY,2010–2019,2014,YEAR,,STATE,NEW MEXICO,35,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"7,000",
SURVEY,2010–2019,2014,YEAR,,STATE,NEW YORK,36,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,000",
SURVEY,2010–2019,2014,YEAR,,STATE,NEW YORK,36,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"6,000",
SURVEY,2010–2019,2014,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"1,700",
SURVEY,2010–2019,2014,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"2,500",
SURVEY,2010–2019,2014,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"2,500",
SURVEY,2010–2019,2014,YEAR,,STATE,NORTH DAKOTA,38,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"7,000",
SURVEY,2010–2019,2014,YEAR,,STATE,OHIO,39,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"7,000",
SURVEY,2010–2019,2014,YEAR,,STATE,OHIO,39,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"12,000",
SURVEY,2010–2019,2014,YEAR,,STATE,OKLAHOMA,40,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"4,000",
SURVEY,2010–2019,2014,YEAR,,STATE,OKLAHOMA,40,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"6,000",
SURVEY,2010–2019,2014,YEAR,,STATE,OREGON,41,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"8,000",
SURVEY,2010–2019,2014,YEAR,,STATE,OREGON,41,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"7,000",
SURVEY,2010–2019,2014,YEAR,,STATE,OTHER STATES,,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"11,000",
SURVEY,2010–2019,2014,YEAR,,STATE,OTHER STATES,,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"20,000",
SURVEY,2010–2019,2014,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"4,000",
SURVEY,2010–2019,2014,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"9,000",
SURVEY,2010–2019,2014,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"10,000",
SURVEY,2010–2019,2014,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"27,000",
SURVEY,2010–2019,2014,YEAR,,STATE,TENNESSEE,47,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,000",
SURVEY,2010–2019,2014,YEAR,,STATE,TENNESSEE,47,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"5,000",
SURVEY,2010–2019,2014,YEAR,,STATE,TEXAS,48,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"36,000",
SURVEY,2010–2019,2014,YEAR,,STATE,TEXAS,48,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"55,000",
SURVEY,2010–2019,2014,YEAR,,STATE,UTAH,49,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"11,000",
SURVEY,2010–2019,2014,YEAR,,STATE,UTAH,49,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"16,000",
SURVEY,2010–2019,2014,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"4,000",
SURVEY,2010–2019,2014,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"9,000",
SURVEY,2010–2019,2014,YEAR,,STATE,WASHINGTON,53,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,000",
SURVEY,2010–2019,2014,YEAR,,STATE,WASHINGTON,53,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"2,000",
SURVEY,2010–2019,2014,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"2,000",
SURVEY,2010–2019,2014,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"5,000",
SURVEY,2010–2019,2014,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,000",
SURVEY,2010–2019,2014,YEAR,,STATE,WISCONSIN,55,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"8,000",
SURVEY,2010–2019,2014,YEAR,,STATE,WYOMING,56,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"7,000",
SURVEY,2010–2019,2014,YEAR,,STATE,WYOMING,56,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"9,000",
SURVEY,2010–2019,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"225,000",
SURVEY,2010–2019,2013,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"360,000",
SURVEY,2010–2019,2013,YEAR,,REGION : MULTI-STATE,,,,,,,,NEW ENGLAND STATES,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"1,200",
SURVEY,2010–2019,2013,YEAR,,REGION : MULTI-STATE,,,,,,,,NEW ENGLAND STATES,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"2,000",
SURVEY,2010–2019,2013,YEAR,,STATE,ARIZONA,04,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"5,000",
SURVEY,2010–2019,2013,YEAR,,STATE,ARIZONA,04,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"3,000",
SURVEY,2010–2019,2013,YEAR,,STATE,CALIFORNIA,06,,,,,,,00000000,,SHEEP,"SHEEP, (EXCL LAMBS) - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"12,000",
SURVEY,2010–2019,2013,YEAR,,STATE,CALIFORNIA,06,,,,,,,00000000,,SHEEP,"SHEEP, LAMBS - LOSS, DEATH, MEASURED IN HEAD",TOTAL,NOT SPECIFIED,"6,000",
